,age,cageID,larv_adult,larvalTreat,adultTreat,status,sex
1075,36,HP_LP2,HP_LP,HP,LP,1,F
1076,36,HP_LP2,HP_LP,HP,LP,1,F
1077,36,HP_LP2,HP_LP,HP,LP,1,F
1078,36,HP_LP2,HP_LP,HP,LP,1,F
1079,36,HP_LP2,HP_LP,HP,LP,1,F
1080,36,HP_LP2,HP_LP,HP,LP,1,F
1081,36,HP_LP2,HP_LP,HP,LP,1,F
1082,36,HP_LP2,HP_LP,HP,LP,1,F
1083,36,HP_LP2,HP_LP,HP,LP,1,F
1084,36,HP_LP2,HP_LP,HP,LP,1,F
1085,36,HP_LP2,HP_LP,HP,LP,1,F
1086,36,HP_LP2,HP_LP,HP,LP,1,F
1087,36,HP_LP2,HP_LP,HP,LP,1,F
1088,36,HP_LP2,HP_LP,HP,LP,1,F
1089,36,HP_LP2,HP_LP,HP,LP,1,F
1090,36,HP_LP2,HP_LP,HP,LP,1,F
1091,36,HP_LP2,HP_LP,HP,LP,1,F
1092,36,HP_LP2,HP_LP,HP,LP,1,F
2411,36,HP_LP1,HP_LP,HP,LP,1,M
2412,36,HP_LP1,HP_LP,HP,LP,1,M
2413,36,HP_LP1,HP_LP,HP,LP,1,M
2414,36,HP_LP1,HP_LP,HP,LP,1,M
2415,36,HP_LP1,HP_LP,HP,LP,1,M
2416,36,HP_LP1,HP_LP,HP,LP,1,M
2417,36,HP_LP1,HP_LP,HP,LP,1,M
2418,36,HP_LP1,HP_LP,HP,LP,1,M
2419,36,HP_LP1,HP_LP,HP,LP,1,M
2420,36,HP_LP1,HP_LP,HP,LP,1,M
2421,36,HP_LP1,HP_LP,HP,LP,1,M
2422,36,HP_LP1,HP_LP,HP,LP,1,M
2423,36,HP_LP1,HP_LP,HP,LP,1,M
2448,36,HP_LP2,HP_LP,HP,LP,1,M
2449,36,HP_LP2,HP_LP,HP,LP,1,M
2450,36,HP_LP2,HP_LP,HP,LP,1,M
2451,36,HP_LP2,HP_LP,HP,LP,1,M
2452,36,HP_LP2,HP_LP,HP,LP,1,M
2453,36,HP_LP2,HP_LP,HP,LP,1,M
2454,36,HP_LP2,HP_LP,HP,LP,1,M
2455,36,HP_LP2,HP_LP,HP,LP,1,M
2456,36,HP_LP2,HP_LP,HP,LP,1,M
2457,36,HP_LP2,HP_LP,HP,LP,1,M
2458,36,HP_LP2,HP_LP,HP,LP,1,M
2459,36,HP_LP2,HP_LP,HP,LP,1,M
2460,36,HP_LP2,HP_LP,HP,LP,1,M
2461,36,HP_LP2,HP_LP,HP,LP,1,M
2462,36,HP_LP2,HP_LP,HP,LP,1,M
2463,36,HP_LP2,HP_LP,HP,LP,1,M
2464,36,HP_LP2,HP_LP,HP,LP,1,M
2465,36,HP_LP2,HP_LP,HP,LP,1,M
2466,36,HP_LP2,HP_LP,HP,LP,1,M
2467,36,HP_LP2,HP_LP,HP,LP,1,M
2468,36,HP_LP2,HP_LP,HP,LP,1,M
2469,36,HP_LP2,HP_LP,HP,LP,1,M
2470,36,HP_LP2,HP_LP,HP,LP,1,M
2471,36,HP_LP2,HP_LP,HP,LP,1,M
2472,36,HP_LP2,HP_LP,HP,LP,1,M
3048,36,HP_LP1,HP_LP,HP,LP,0,M
1027,36,LP_HP1,LP_HP,LP,HP,1,F
1028,36,LP_HP1,LP_HP,LP,HP,1,F
1029,36,LP_HP1,LP_HP,LP,HP,1,F
1030,36,LP_HP1,LP_HP,LP,HP,1,F
1031,36,LP_HP1,LP_HP,LP,HP,1,F
1055,36,LP_HP2,LP_HP,LP,HP,1,F
1056,36,LP_HP2,LP_HP,LP,HP,1,F
1057,36,LP_HP2,LP_HP,LP,HP,1,F
1058,36,LP_HP2,LP_HP,LP,HP,1,F
1059,36,LP_HP2,LP_HP,LP,HP,1,F
1060,36,LP_HP2,LP_HP,LP,HP,1,F
1061,36,LP_HP2,LP_HP,LP,HP,1,F
1062,36,LP_HP2,LP_HP,LP,HP,1,F
1063,36,LP_HP2,LP_HP,LP,HP,1,F
1064,36,LP_HP2,LP_HP,LP,HP,1,F
1065,36,LP_HP2,LP_HP,LP,HP,1,F
1066,36,LP_HP2,LP_HP,LP,HP,1,F
2389,36,LP_HP1,LP_HP,LP,HP,1,M
2390,36,LP_HP1,LP_HP,LP,HP,1,M
2391,36,LP_HP1,LP_HP,LP,HP,1,M
2392,36,LP_HP1,LP_HP,LP,HP,1,M
2393,36,LP_HP1,LP_HP,LP,HP,1,M
2394,36,LP_HP1,LP_HP,LP,HP,1,M
2395,36,LP_HP1,LP_HP,LP,HP,1,M
2396,36,LP_HP1,LP_HP,LP,HP,1,M
2397,36,LP_HP1,LP_HP,LP,HP,1,M
2398,36,LP_HP1,LP_HP,LP,HP,1,M
2399,36,LP_HP1,LP_HP,LP,HP,1,M
2400,36,LP_HP1,LP_HP,LP,HP,1,M
2437,36,LP_HP2,LP_HP,LP,HP,1,M
2438,36,LP_HP2,LP_HP,LP,HP,1,M
2439,36,LP_HP2,LP_HP,LP,HP,1,M
2440,36,LP_HP2,LP_HP,LP,HP,1,M
2441,36,LP_HP2,LP_HP,LP,HP,1,M
2442,36,LP_HP2,LP_HP,LP,HP,1,M
2443,36,LP_HP2,LP_HP,LP,HP,1,M
2444,36,LP_HP2,LP_HP,LP,HP,1,M
2445,36,LP_HP2,LP_HP,LP,HP,1,M
2446,36,LP_HP2,LP_HP,LP,HP,1,M
2447,36,LP_HP2,LP_HP,LP,HP,1,M
3047,36,LP_HP1,LP_HP,LP,HP,0,M
1014,36,LP_LP1,LP_LP,LP,LP,1,F
1015,36,LP_LP1,LP_LP,LP,LP,1,F
1016,36,LP_LP1,LP_LP,LP,LP,1,F
1017,36,LP_LP1,LP_LP,LP,LP,1,F
1018,36,LP_LP1,LP_LP,LP,LP,1,F
1019,36,LP_LP1,LP_LP,LP,LP,1,F
1020,36,LP_LP1,LP_LP,LP,LP,1,F
1021,36,LP_LP1,LP_LP,LP,LP,1,F
1022,36,LP_LP1,LP_LP,LP,LP,1,F
1023,36,LP_LP1,LP_LP,LP,LP,1,F
1024,36,LP_LP1,LP_LP,LP,LP,1,F
1025,36,LP_LP1,LP_LP,LP,LP,1,F
1026,36,LP_LP1,LP_LP,LP,LP,1,F
1040,36,LP_LP2,LP_LP,LP,LP,1,F
1041,36,LP_LP2,LP_LP,LP,LP,1,F
1042,36,LP_LP2,LP_LP,LP,LP,1,F
1043,36,LP_LP2,LP_LP,LP,LP,1,F
1044,36,LP_LP2,LP_LP,LP,LP,1,F
1045,36,LP_LP2,LP_LP,LP,LP,1,F
1046,36,LP_LP2,LP_LP,LP,LP,1,F
1047,36,LP_LP2,LP_LP,LP,LP,1,F
1048,36,LP_LP2,LP_LP,LP,LP,1,F
1049,36,LP_LP2,LP_LP,LP,LP,1,F
1050,36,LP_LP2,LP_LP,LP,LP,1,F
1051,36,LP_LP2,LP_LP,LP,LP,1,F
1052,36,LP_LP2,LP_LP,LP,LP,1,F
1053,36,LP_LP2,LP_LP,LP,LP,1,F
1054,36,LP_LP2,LP_LP,LP,LP,1,F
1871,36,LP_LP1,LP_LP,LP,LP,0,F
1872,36,LP_LP2,LP_LP,LP,LP,0,F
2378,36,LP_LP1,LP_LP,LP,LP,1,M
2379,36,LP_LP1,LP_LP,LP,LP,1,M
2380,36,LP_LP1,LP_LP,LP,LP,1,M
2381,36,LP_LP1,LP_LP,LP,LP,1,M
2382,36,LP_LP1,LP_LP,LP,LP,1,M
2383,36,LP_LP1,LP_LP,LP,LP,1,M
2384,36,LP_LP1,LP_LP,LP,LP,1,M
2385,36,LP_LP1,LP_LP,LP,LP,1,M
2386,36,LP_LP1,LP_LP,LP,LP,1,M
2387,36,LP_LP1,LP_LP,LP,LP,1,M
2388,36,LP_LP1,LP_LP,LP,LP,1,M
2424,36,LP_LP2,LP_LP,LP,LP,1,M
2425,36,LP_LP2,LP_LP,LP,LP,1,M
2426,36,LP_LP2,LP_LP,LP,LP,1,M
2427,36,LP_LP2,LP_LP,LP,LP,1,M
2428,36,LP_LP2,LP_LP,LP,LP,1,M
2429,36,LP_LP2,LP_LP,LP,LP,1,M
2430,36,LP_LP2,LP_LP,LP,LP,1,M
2431,36,LP_LP2,LP_LP,LP,LP,1,M
2432,36,LP_LP2,LP_LP,LP,LP,1,M
2433,36,LP_LP2,LP_LP,LP,LP,1,M
2434,36,LP_LP2,LP_LP,LP,LP,1,M
2435,36,LP_LP2,LP_LP,LP,LP,1,M
2436,36,LP_LP2,LP_LP,LP,LP,1,M
1162,38,HP_HP2,HP_HP,HP,HP,1,F
1163,38,HP_HP2,HP_HP,HP,HP,1,F
1164,38,HP_HP2,HP_HP,HP,HP,1,F
1873,38,HP_HP1,HP_HP,HP,HP,0,F
2491,38,HP_HP1,HP_HP,HP,HP,1,M
2492,38,HP_HP1,HP_HP,HP,HP,1,M
2531,38,HP_HP2,HP_HP,HP,HP,1,M
2532,38,HP_HP2,HP_HP,HP,HP,1,M
2533,38,HP_HP2,HP_HP,HP,HP,1,M
2534,38,HP_HP2,HP_HP,HP,HP,1,M
2535,38,HP_HP2,HP_HP,HP,HP,1,M
2536,38,HP_HP2,HP_HP,HP,HP,1,M
1124,38,HP_LP1,HP_LP,HP,LP,1,F
1125,38,HP_LP1,HP_LP,HP,LP,1,F
1126,38,HP_LP1,HP_LP,HP,LP,1,F
1127,38,HP_LP1,HP_LP,HP,LP,1,F
1155,38,HP_LP2,HP_LP,HP,LP,1,F
1156,38,HP_LP2,HP_LP,HP,LP,1,F
1157,38,HP_LP2,HP_LP,HP,LP,1,F
1158,38,HP_LP2,HP_LP,HP,LP,1,F
1159,38,HP_LP2,HP_LP,HP,LP,1,F
1160,38,HP_LP2,HP_LP,HP,LP,1,F
1161,38,HP_LP2,HP_LP,HP,LP,1,F
2493,38,HP_LP1,HP_LP,HP,LP,1,M
2494,38,HP_LP1,HP_LP,HP,LP,1,M
2495,38,HP_LP1,HP_LP,HP,LP,1,M
2496,38,HP_LP1,HP_LP,HP,LP,1,M
2497,38,HP_LP1,HP_LP,HP,LP,1,M
2498,38,HP_LP1,HP_LP,HP,LP,1,M
2499,38,HP_LP1,HP_LP,HP,LP,1,M
2500,38,HP_LP1,HP_LP,HP,LP,1,M
2528,38,HP_LP2,HP_LP,HP,LP,1,M
2529,38,HP_LP2,HP_LP,HP,LP,1,M
2530,38,HP_LP2,HP_LP,HP,LP,1,M
1113,38,LP_HP1,LP_HP,LP,HP,1,F
1114,38,LP_HP1,LP_HP,LP,HP,1,F
1115,38,LP_HP1,LP_HP,LP,HP,1,F
1116,38,LP_HP1,LP_HP,LP,HP,1,F
1117,38,LP_HP1,LP_HP,LP,HP,1,F
1118,38,LP_HP1,LP_HP,LP,HP,1,F
1119,38,LP_HP1,LP_HP,LP,HP,1,F
1120,38,LP_HP1,LP_HP,LP,HP,1,F
1121,38,LP_HP1,LP_HP,LP,HP,1,F
1122,38,LP_HP1,LP_HP,LP,HP,1,F
1123,38,LP_HP1,LP_HP,LP,HP,1,F
1135,38,LP_HP2,LP_HP,LP,HP,1,F
1136,38,LP_HP2,LP_HP,LP,HP,1,F
1137,38,LP_HP2,LP_HP,LP,HP,1,F
1138,38,LP_HP2,LP_HP,LP,HP,1,F
1139,38,LP_HP2,LP_HP,LP,HP,1,F
1140,38,LP_HP2,LP_HP,LP,HP,1,F
1141,38,LP_HP2,LP_HP,LP,HP,1,F
1142,38,LP_HP2,LP_HP,LP,HP,1,F
1143,38,LP_HP2,LP_HP,LP,HP,1,F
1144,38,LP_HP2,LP_HP,LP,HP,1,F
1145,38,LP_HP2,LP_HP,LP,HP,1,F
1146,38,LP_HP2,LP_HP,LP,HP,1,F
1147,38,LP_HP2,LP_HP,LP,HP,1,F
1148,38,LP_HP2,LP_HP,LP,HP,1,F
1149,38,LP_HP2,LP_HP,LP,HP,1,F
1150,38,LP_HP2,LP_HP,LP,HP,1,F
1151,38,LP_HP2,LP_HP,LP,HP,1,F
1152,38,LP_HP2,LP_HP,LP,HP,1,F
1153,38,LP_HP2,LP_HP,LP,HP,1,F
1154,38,LP_HP2,LP_HP,LP,HP,1,F
2483,38,LP_HP1,LP_HP,LP,HP,1,M
2484,38,LP_HP1,LP_HP,LP,HP,1,M
2485,38,LP_HP1,LP_HP,LP,HP,1,M
2486,38,LP_HP1,LP_HP,LP,HP,1,M
2487,38,LP_HP1,LP_HP,LP,HP,1,M
2488,38,LP_HP1,LP_HP,LP,HP,1,M
2489,38,LP_HP1,LP_HP,LP,HP,1,M
2490,38,LP_HP1,LP_HP,LP,HP,1,M
2511,38,LP_HP2,LP_HP,LP,HP,1,M
2512,38,LP_HP2,LP_HP,LP,HP,1,M
2513,38,LP_HP2,LP_HP,LP,HP,1,M
2514,38,LP_HP2,LP_HP,LP,HP,1,M
2515,38,LP_HP2,LP_HP,LP,HP,1,M
2516,38,LP_HP2,LP_HP,LP,HP,1,M
2517,38,LP_HP2,LP_HP,LP,HP,1,M
2518,38,LP_HP2,LP_HP,LP,HP,1,M
2519,38,LP_HP2,LP_HP,LP,HP,1,M
2520,38,LP_HP2,LP_HP,LP,HP,1,M
2521,38,LP_HP2,LP_HP,LP,HP,1,M
2522,38,LP_HP2,LP_HP,LP,HP,1,M
2523,38,LP_HP2,LP_HP,LP,HP,1,M
2524,38,LP_HP2,LP_HP,LP,HP,1,M
2525,38,LP_HP2,LP_HP,LP,HP,1,M
2526,38,LP_HP2,LP_HP,LP,HP,1,M
2527,38,LP_HP2,LP_HP,LP,HP,1,M
1106,38,LP_LP1,LP_LP,LP,LP,1,F
1107,38,LP_LP1,LP_LP,LP,LP,1,F
1108,38,LP_LP1,LP_LP,LP,LP,1,F
1109,38,LP_LP1,LP_LP,LP,LP,1,F
1110,38,LP_LP1,LP_LP,LP,LP,1,F
1111,38,LP_LP1,LP_LP,LP,LP,1,F
1112,38,LP_LP1,LP_LP,LP,LP,1,F
1128,38,LP_LP2,LP_LP,LP,LP,1,F
1129,38,LP_LP2,LP_LP,LP,LP,1,F
1130,38,LP_LP2,LP_LP,LP,LP,1,F
1131,38,LP_LP2,LP_LP,LP,LP,1,F
1132,38,LP_LP2,LP_LP,LP,LP,1,F
1133,38,LP_LP2,LP_LP,LP,LP,1,F
1134,38,LP_LP2,LP_LP,LP,LP,1,F
2478,38,LP_LP1,LP_LP,LP,LP,1,M
2479,38,LP_LP1,LP_LP,LP,LP,1,M
2480,38,LP_LP1,LP_LP,LP,LP,1,M
2481,38,LP_LP1,LP_LP,LP,LP,1,M
2482,38,LP_LP1,LP_LP,LP,LP,1,M
2501,38,LP_LP2,LP_LP,LP,LP,1,M
2502,38,LP_LP2,LP_LP,LP,LP,1,M
2503,38,LP_LP2,LP_LP,LP,LP,1,M
2504,38,LP_LP2,LP_LP,LP,LP,1,M
2505,38,LP_LP2,LP_LP,LP,LP,1,M
2506,38,LP_LP2,LP_LP,LP,LP,1,M
2507,38,LP_LP2,LP_LP,LP,LP,1,M
2508,38,LP_LP2,LP_LP,LP,LP,1,M
2509,38,LP_LP2,LP_LP,LP,LP,1,M
2510,38,LP_LP2,LP_LP,LP,LP,1,M
1179,40,HP_HP1,HP_HP,HP,HP,1,F
1214,40,HP_HP2,HP_HP,HP,HP,1,F
1215,40,HP_HP2,HP_HP,HP,HP,1,F
1216,40,HP_HP2,HP_HP,HP,HP,1,F
1217,40,HP_HP2,HP_HP,HP,HP,1,F
1218,40,HP_HP2,HP_HP,HP,HP,1,F
1219,40,HP_HP2,HP_HP,HP,HP,1,F
1220,40,HP_HP2,HP_HP,HP,HP,1,F
1221,40,HP_HP2,HP_HP,HP,HP,1,F
2552,40,HP_HP1,HP_HP,HP,HP,1,M
2553,40,HP_HP1,HP_HP,HP,HP,1,M
2554,40,HP_HP1,HP_HP,HP,HP,1,M
2555,40,HP_HP1,HP_HP,HP,HP,1,M
2556,40,HP_HP1,HP_HP,HP,HP,1,M
2557,40,HP_HP1,HP_HP,HP,HP,1,M
2602,40,HP_HP2,HP_HP,HP,HP,1,M
2603,40,HP_HP2,HP_HP,HP,HP,1,M
2604,40,HP_HP2,HP_HP,HP,HP,1,M
2605,40,HP_HP2,HP_HP,HP,HP,1,M
2606,40,HP_HP2,HP_HP,HP,HP,1,M
2607,40,HP_HP2,HP_HP,HP,HP,1,M
1180,40,HP_LP1,HP_LP,HP,LP,1,F
1181,40,HP_LP1,HP_LP,HP,LP,1,F
1182,40,HP_LP1,HP_LP,HP,LP,1,F
1183,40,HP_LP1,HP_LP,HP,LP,1,F
1184,40,HP_LP1,HP_LP,HP,LP,1,F
1205,40,HP_LP2,HP_LP,HP,LP,1,F
1206,40,HP_LP2,HP_LP,HP,LP,1,F
1207,40,HP_LP2,HP_LP,HP,LP,1,F
1208,40,HP_LP2,HP_LP,HP,LP,1,F
1209,40,HP_LP2,HP_LP,HP,LP,1,F
1210,40,HP_LP2,HP_LP,HP,LP,1,F
1211,40,HP_LP2,HP_LP,HP,LP,1,F
1212,40,HP_LP2,HP_LP,HP,LP,1,F
1213,40,HP_LP2,HP_LP,HP,LP,1,F
2558,40,HP_LP1,HP_LP,HP,LP,1,M
2559,40,HP_LP1,HP_LP,HP,LP,1,M
2560,40,HP_LP1,HP_LP,HP,LP,1,M
2561,40,HP_LP1,HP_LP,HP,LP,1,M
2562,40,HP_LP1,HP_LP,HP,LP,1,M
2563,40,HP_LP1,HP_LP,HP,LP,1,M
2564,40,HP_LP1,HP_LP,HP,LP,1,M
2592,40,HP_LP2,HP_LP,HP,LP,1,M
2593,40,HP_LP2,HP_LP,HP,LP,1,M
2594,40,HP_LP2,HP_LP,HP,LP,1,M
2595,40,HP_LP2,HP_LP,HP,LP,1,M
2596,40,HP_LP2,HP_LP,HP,LP,1,M
2597,40,HP_LP2,HP_LP,HP,LP,1,M
2598,40,HP_LP2,HP_LP,HP,LP,1,M
2599,40,HP_LP2,HP_LP,HP,LP,1,M
2600,40,HP_LP2,HP_LP,HP,LP,1,M
2601,40,HP_LP2,HP_LP,HP,LP,1,M
1173,40,LP_HP1,LP_HP,LP,HP,1,F
1174,40,LP_HP1,LP_HP,LP,HP,1,F
1175,40,LP_HP1,LP_HP,LP,HP,1,F
1176,40,LP_HP1,LP_HP,LP,HP,1,F
1177,40,LP_HP1,LP_HP,LP,HP,1,F
1178,40,LP_HP1,LP_HP,LP,HP,1,F
1196,40,LP_HP2,LP_HP,LP,HP,1,F
1197,40,LP_HP2,LP_HP,LP,HP,1,F
1198,40,LP_HP2,LP_HP,LP,HP,1,F
1199,40,LP_HP2,LP_HP,LP,HP,1,F
1200,40,LP_HP2,LP_HP,LP,HP,1,F
1201,40,LP_HP2,LP_HP,LP,HP,1,F
1202,40,LP_HP2,LP_HP,LP,HP,1,F
1203,40,LP_HP2,LP_HP,LP,HP,1,F
1204,40,LP_HP2,LP_HP,LP,HP,1,F
2544,40,LP_HP1,LP_HP,LP,HP,1,M
2545,40,LP_HP1,LP_HP,LP,HP,1,M
2546,40,LP_HP1,LP_HP,LP,HP,1,M
2547,40,LP_HP1,LP_HP,LP,HP,1,M
2548,40,LP_HP1,LP_HP,LP,HP,1,M
2549,40,LP_HP1,LP_HP,LP,HP,1,M
2550,40,LP_HP1,LP_HP,LP,HP,1,M
2551,40,LP_HP1,LP_HP,LP,HP,1,M
2575,40,LP_HP2,LP_HP,LP,HP,1,M
2576,40,LP_HP2,LP_HP,LP,HP,1,M
2577,40,LP_HP2,LP_HP,LP,HP,1,M
2578,40,LP_HP2,LP_HP,LP,HP,1,M
2579,40,LP_HP2,LP_HP,LP,HP,1,M
2580,40,LP_HP2,LP_HP,LP,HP,1,M
2581,40,LP_HP2,LP_HP,LP,HP,1,M
2582,40,LP_HP2,LP_HP,LP,HP,1,M
2583,40,LP_HP2,LP_HP,LP,HP,1,M
2584,40,LP_HP2,LP_HP,LP,HP,1,M
2585,40,LP_HP2,LP_HP,LP,HP,1,M
2586,40,LP_HP2,LP_HP,LP,HP,1,M
2587,40,LP_HP2,LP_HP,LP,HP,1,M
2588,40,LP_HP2,LP_HP,LP,HP,1,M
2589,40,LP_HP2,LP_HP,LP,HP,1,M
2590,40,LP_HP2,LP_HP,LP,HP,1,M
2591,40,LP_HP2,LP_HP,LP,HP,1,M
1165,40,LP_LP1,LP_LP,LP,LP,1,F
1166,40,LP_LP1,LP_LP,LP,LP,1,F
1167,40,LP_LP1,LP_LP,LP,LP,1,F
1168,40,LP_LP1,LP_LP,LP,LP,1,F
1169,40,LP_LP1,LP_LP,LP,LP,1,F
1170,40,LP_LP1,LP_LP,LP,LP,1,F
1171,40,LP_LP1,LP_LP,LP,LP,1,F
1172,40,LP_LP1,LP_LP,LP,LP,1,F
1185,40,LP_LP2,LP_LP,LP,LP,1,F
1186,40,LP_LP2,LP_LP,LP,LP,1,F
1187,40,LP_LP2,LP_LP,LP,LP,1,F
1188,40,LP_LP2,LP_LP,LP,LP,1,F
1189,40,LP_LP2,LP_LP,LP,LP,1,F
1190,40,LP_LP2,LP_LP,LP,LP,1,F
1191,40,LP_LP2,LP_LP,LP,LP,1,F
1192,40,LP_LP2,LP_LP,LP,LP,1,F
1193,40,LP_LP2,LP_LP,LP,LP,1,F
1194,40,LP_LP2,LP_LP,LP,LP,1,F
1195,40,LP_LP2,LP_LP,LP,LP,1,F
2537,40,LP_LP1,LP_LP,LP,LP,1,M
2538,40,LP_LP1,LP_LP,LP,LP,1,M
2539,40,LP_LP1,LP_LP,LP,LP,1,M
2540,40,LP_LP1,LP_LP,LP,LP,1,M
2541,40,LP_LP1,LP_LP,LP,LP,1,M
2542,40,LP_LP1,LP_LP,LP,LP,1,M
2543,40,LP_LP1,LP_LP,LP,LP,1,M
2565,40,LP_LP2,LP_LP,LP,LP,1,M
2566,40,LP_LP2,LP_LP,LP,LP,1,M
2567,40,LP_LP2,LP_LP,LP,LP,1,M
2568,40,LP_LP2,LP_LP,LP,LP,1,M
2569,40,LP_LP2,LP_LP,LP,LP,1,M
2570,40,LP_LP2,LP_LP,LP,LP,1,M
2571,40,LP_LP2,LP_LP,LP,LP,1,M
2572,40,LP_LP2,LP_LP,LP,LP,1,M
2573,40,LP_LP2,LP_LP,LP,LP,1,M
2574,40,LP_LP2,LP_LP,LP,LP,1,M
3049,40,LP_LP2,LP_LP,LP,LP,0,M
1245,43,HP_HP1,HP_HP,HP,HP,1,F
1246,43,HP_HP1,HP_HP,HP,HP,1,F
1247,43,HP_HP1,HP_HP,HP,HP,1,F
1248,43,HP_HP1,HP_HP,HP,HP,1,F
1310,43,HP_HP2,HP_HP,HP,HP,1,F
1311,43,HP_HP2,HP_HP,HP,HP,1,F
1312,43,HP_HP2,HP_HP,HP,HP,1,F
1313,43,HP_HP2,HP_HP,HP,HP,1,F
1314,43,HP_HP2,HP_HP,HP,HP,1,F
1315,43,HP_HP2,HP_HP,HP,HP,1,F
1316,43,HP_HP2,HP_HP,HP,HP,1,F
2616,43,HP_HP1,HP_HP,HP,HP,1,M
2617,43,HP_HP1,HP_HP,HP,HP,1,M
2618,43,HP_HP1,HP_HP,HP,HP,1,M
2637,43,HP_HP2,HP_HP,HP,HP,1,M
2638,43,HP_HP2,HP_HP,HP,HP,1,M
2639,43,HP_HP2,HP_HP,HP,HP,1,M
2640,43,HP_HP2,HP_HP,HP,HP,1,M
1249,43,HP_LP1,HP_LP,HP,LP,1,F
1250,43,HP_LP1,HP_LP,HP,LP,1,F
1291,43,HP_LP2,HP_LP,HP,LP,1,F
1292,43,HP_LP2,HP_LP,HP,LP,1,F
1293,43,HP_LP2,HP_LP,HP,LP,1,F
1294,43,HP_LP2,HP_LP,HP,LP,1,F
1295,43,HP_LP2,HP_LP,HP,LP,1,F
1296,43,HP_LP2,HP_LP,HP,LP,1,F
1297,43,HP_LP2,HP_LP,HP,LP,1,F
1298,43,HP_LP2,HP_LP,HP,LP,1,F
1299,43,HP_LP2,HP_LP,HP,LP,1,F
1300,43,HP_LP2,HP_LP,HP,LP,1,F
1301,43,HP_LP2,HP_LP,HP,LP,1,F
1302,43,HP_LP2,HP_LP,HP,LP,1,F
1303,43,HP_LP2,HP_LP,HP,LP,1,F
1304,43,HP_LP2,HP_LP,HP,LP,1,F
1305,43,HP_LP2,HP_LP,HP,LP,1,F
1306,43,HP_LP2,HP_LP,HP,LP,1,F
1307,43,HP_LP2,HP_LP,HP,LP,1,F
1308,43,HP_LP2,HP_LP,HP,LP,1,F
1309,43,HP_LP2,HP_LP,HP,LP,1,F
2619,43,HP_LP1,HP_LP,HP,LP,1,M
2631,43,HP_LP2,HP_LP,HP,LP,1,M
2632,43,HP_LP2,HP_LP,HP,LP,1,M
2633,43,HP_LP2,HP_LP,HP,LP,1,M
2634,43,HP_LP2,HP_LP,HP,LP,1,M
2635,43,HP_LP2,HP_LP,HP,LP,1,M
2636,43,HP_LP2,HP_LP,HP,LP,1,M
3050,43,HP_LP2,HP_LP,HP,LP,0,M
1235,43,LP_HP1,LP_HP,LP,HP,1,F
1236,43,LP_HP1,LP_HP,LP,HP,1,F
1237,43,LP_HP1,LP_HP,LP,HP,1,F
1238,43,LP_HP1,LP_HP,LP,HP,1,F
1239,43,LP_HP1,LP_HP,LP,HP,1,F
1240,43,LP_HP1,LP_HP,LP,HP,1,F
1241,43,LP_HP1,LP_HP,LP,HP,1,F
1242,43,LP_HP1,LP_HP,LP,HP,1,F
1243,43,LP_HP1,LP_HP,LP,HP,1,F
1244,43,LP_HP1,LP_HP,LP,HP,1,F
1274,43,LP_HP2,LP_HP,LP,HP,1,F
1275,43,LP_HP2,LP_HP,LP,HP,1,F
1276,43,LP_HP2,LP_HP,LP,HP,1,F
1277,43,LP_HP2,LP_HP,LP,HP,1,F
1278,43,LP_HP2,LP_HP,LP,HP,1,F
1279,43,LP_HP2,LP_HP,LP,HP,1,F
1280,43,LP_HP2,LP_HP,LP,HP,1,F
1281,43,LP_HP2,LP_HP,LP,HP,1,F
1282,43,LP_HP2,LP_HP,LP,HP,1,F
1283,43,LP_HP2,LP_HP,LP,HP,1,F
1284,43,LP_HP2,LP_HP,LP,HP,1,F
1285,43,LP_HP2,LP_HP,LP,HP,1,F
1286,43,LP_HP2,LP_HP,LP,HP,1,F
1287,43,LP_HP2,LP_HP,LP,HP,1,F
1288,43,LP_HP2,LP_HP,LP,HP,1,F
1289,43,LP_HP2,LP_HP,LP,HP,1,F
1290,43,LP_HP2,LP_HP,LP,HP,1,F
2612,43,LP_HP1,LP_HP,LP,HP,1,M
2613,43,LP_HP1,LP_HP,LP,HP,1,M
2614,43,LP_HP1,LP_HP,LP,HP,1,M
2615,43,LP_HP1,LP_HP,LP,HP,1,M
2627,43,LP_HP2,LP_HP,LP,HP,1,M
2628,43,LP_HP2,LP_HP,LP,HP,1,M
2629,43,LP_HP2,LP_HP,LP,HP,1,M
2630,43,LP_HP2,LP_HP,LP,HP,1,M
1222,43,LP_LP1,LP_LP,LP,LP,1,F
1223,43,LP_LP1,LP_LP,LP,LP,1,F
1224,43,LP_LP1,LP_LP,LP,LP,1,F
1225,43,LP_LP1,LP_LP,LP,LP,1,F
1226,43,LP_LP1,LP_LP,LP,LP,1,F
1227,43,LP_LP1,LP_LP,LP,LP,1,F
1228,43,LP_LP1,LP_LP,LP,LP,1,F
1229,43,LP_LP1,LP_LP,LP,LP,1,F
1230,43,LP_LP1,LP_LP,LP,LP,1,F
1231,43,LP_LP1,LP_LP,LP,LP,1,F
1232,43,LP_LP1,LP_LP,LP,LP,1,F
1233,43,LP_LP1,LP_LP,LP,LP,1,F
1234,43,LP_LP1,LP_LP,LP,LP,1,F
1251,43,LP_LP2,LP_LP,LP,LP,1,F
1252,43,LP_LP2,LP_LP,LP,LP,1,F
1253,43,LP_LP2,LP_LP,LP,LP,1,F
